barcode;prix_vente
9782206112749;131,00
9782206102573;88,50
9782206102597;88,50
9782206102337;121,50
9782206102214;99,00
9782206105550;88,50
9782206119663;104,50
9782206112640;304,00
9782206112633;304,00
9782206101323;315,50
9782206101828;315,50
9782206112657;304,00
9782206101835;315,50
9782206112626;376,50
9782206101309;403,00
9782206105574;91,50
9782206106885;99,00
9782206103389;300,00
9782206112282;115,00
9782206117638;271,00
9782206204994;293,50
9782206401034;491,50
9782206120126;376,50
9782206120119;403,00
9782206105536;121,50
9782206402130;395,00
9782206114156;276,00
9782206117522;276,00
9782206114149;276,00
9782206117515;276,00
9782206114163;276,00
9782206114170;302,50
9782206117539;304,00
9782206107431;271,00
9782206110752;271,00
9782206107448;271,00
9782206110769;271,00
9782206107479;271,00
9782206110776;304,00
9782206107493;310,50
9782206110783;310,50
9782206107516;310,50
9782206110790;310,50
9782206107530;310,50
9782206110806;343,50
9782206107554;315,50
9782206107578;343,50
9782206107585;304,00
9782206107608;343,50
9782206310244;315,50
9782206308418;337,00
9782206117546;329,00
9782206118970;355,50
9782206112763;317,00
9782206310206;315,50
9782206308395;337,00
9782206310220;315,50
9782206308401;337,00
9782206402871;333,00
9782206402017;244,50
9782206401225;249,50
9782206110004;355,50
9782206108223;276,00
9782206109992;289,50
9782206402413;300,00
9782206402888;342,00
9782206110691;399,00
9782206401782;300,00
9782206402093;342,00
9782206402123;500,50
9782206114552;337,00
9782206401744;342,00
9782206114569;337,00
9782206117645;337,00
9782206113593;271,00
9782206114545;276,00
9782206402673;342,00
9782206117652;284,00
9782206401379;289,50
9782206106878;99,00
9782206112275;263,00
9782206115931;263,00
9782206115948;263,00
9782206116679;333,00
9782206116662;333,00
9782206115917;263,00
9782206115924;263,00
9782206107875;273,50
9782206115986;290,50
9782206117706;297,00
9782206117713;310,50
9782206113982;224,50
9782206105581;224,50
9782206114002;370,00
9782206106526;370,00
9782206113999;297,00
9782206106519;297,00
9782206117836;370,00
9782206117812;224,50
9782206117829;297,00
9782206111353;304,00
9782206114026;170,50
9782206306407;223,50
9782206117461;355,50
9782206114101;197,00
9782206117454;263,00
9782206116785;343,50
9782206110912;197,00
9782206114095;263,00
9782206110905;395,00
9782206117447;249,50
9782206110899;302,50
9782206306902;363,00
9782206306889;244,50
9782206306896;284,00
9782206107400;403,00
9782206308906;289,50
9782206308913;289,50
9782206117485;329,00
9782206117492;329,00
9782206117478;329,00
9782206114125;263,00
9782206107417;416,00
9782206306940;289,50
9782206306957;289,50
9782206114132;197,00
9782206117508;289,50
9782206308883;389,50
9782206310091;389,50
9782356857613;336,50
9782356856579;361,50
9782356857637;336,50
9782356857132;361,50
9782356857453;361,50
9782356856814;361,50
9782356856586;74,00
9782356858504;81,50
9782356858900;50,00
9782356858511;81,50
9782356859549;50,00
9782356857538;275,00
9782356857545;111,50
9782356857804;275,00
9782356857811;111,50
9782356857989;275,00
9782356857996;111,50
9782356858023;275,00
9782356858030;111,50
9782356856777;306,50
9782356856784;119,00
9782356856852;306,50
9782356856869;119,00
9782356856890;306,50
9782356856906;119,00
9782356856937;306,50
9782356856944;119,00
9782356857576;275,00
9782356857583;111,50
9782356853707;299,00
9782356853967;124,00
9782356853783;299,00
9782356853790;124,00
9782356853868;299,00
9782356853875;124,00
9782356858672;269,00
9782356858689;111,50
9782356858719;269,00
9782356858726;111,50
9782356856739;294,00
9782356856746;119,00
9782356857170;294,00
9782356857187;119,00
9782356857378;294,00
9782356857385;111,50
9782356855442;361,50
9782356855497;361,50
9782356856418;361,50
9782356855411;361,50
9782356855794;361,50
9782356856463;399,00
9782356856456;361,50
9782356858269;349,00
9782356855534;361,50
9782356855541;122,50
9782356858306;349,00
9782356855824;361,50
9782356856500;399,00
9782356856494;361,50
9786180564228;111,00
9789604782031;111,00
9786180564211;72,00
9789604781614;111,00
9786180564204;72,00
9789605737085;128,00
9789605737092;82,50
9789605737139;128,00
9789605737146;82,50
9789605737122;57,50
9789605737177;128,00
9789605737184;82,50
9789605738754;57,50
9789604787364;128,00
9789604788187;82,50
9789604787371;128,00
9789604788316;82,50
9789604787388;128,00
9789604788330;82,50
9789604787395;128,00
9789604788354;82,50
9789604787401;128,00
9789604788378;82,50
9786180524598;45,50
9789604438730;41,00
9789604430178;41,00
9786180569407;129,50
9786180569278;89,00
9786180569292;133,50
9786180569285;91,00
9786180568059;136,00
9786180568066;93,00
9786180569315;138,00
9786180569339;96,00
9786180569360;141,50
9786180569353;99,00
9786180569377;144,50
9786180569384;102,00
9786180567939;108,50
9786180567946;108,50
9786180567953;108,50
9786180567960;108,50
9786180567977;108,50
9786180567984;108,50
9786180550474;220,50
9786180550481;220,50
9786180550498;220,50
9786180550504;220,50
9786180550511;220,50
9786180550528;220,50
9786180514209;82,50
9786180568271;55,50
9786180514162;82,50
9786180568288;55,50
9786180514223;82,50
9786180568295;55,50
9786180514247;82,50
9786180568301;55,50
9786180514186;82,50
9786180568318;55,50
9786180514261;82,50
9786180568325;55,50
9786180552973;119,50
9786180564679;83,00
9786180553000;120,00
9786180564686;84,00
9786180553031;124,00
9786180564693;84,50
9786180558548;126,00
9786180564709;86,00
9786180558630;128,50
9786180564716;89,00
9786180558760;131,00
9786180564723;92,00
9786180510942;119,50
9786180561852;83,00
9786180510966;120,00
9786180561869;84,00
9786180512908;124,00
9786180561876;84,50
9786180513028;126,00
9786180561883;86,00
9786180513059;128,50
9786180561890;89,00
9786180513080;131,00
9786180561906;92,00
9786180521498;117,00
9786180562590;81,50
9786180521511;118,00
9786180562606;82,50
9786180521528;121,50
9786180562613;83,00
9786180521535;124,00
9786180562620;84,50
9786180521542;126,00
9786180562637;87,00
9786180521559;128,50
9786180562644;90,00
9789604783601;86,50
9789604783618;60,50
9789604783625;86,50
9789604783632;60,50
9789604783649;87,50
9789604783656;61,00
9789604783663;87,50
9789604783670;61,00
9789604783687;90,00
9789604783694;61,50
9789604783700;90,00
9789604783717;61,50
9786180513004;114,00
9786180562835;79,00
9786180515916;114,50
9786180562828;80,00
9786180517651;118,00
9786180562842;80,50
9786180517682;120,00
9786180562859;82,00
9786180518962;122,00
9786180562866;85,00
9786180518993;125,00
9786180562873;87,50
9786180565867;85,50
9786180565782;59,50
9786180565829;85,50
9786180565775;59,50
9786180565850;86,00
9786180565768;60,00
9786180565812;86,00
9786180565751;60,00
9786180565843;88,50
9786180565744;60,50
9786180565805;88,50
9786180565737;60,50
9786180565836;90,50
9786180565720;61,50
9786180565799;90,50
9786180565713;61,50
9789604438129;114,50
9786180568530;78,50
9789604438181;118,00
9786180564624;80,50
9789604438242;120,00
9786180564631;82,00
9789604438303;122,00
9786180568547;85,00
9789604781683;125,00
9789604781690;87,50
9789604785391;128,00
9789604785407;90,50
9789604785797;84,50
9789604785803;57,50
9789604785810;84,50
9789604785827;57,50
9789604785834;84,50
9789604785841;57,50
9789604785858;84,50
9789604785865;57,50
9789604785872;84,50
9789604785889;57,50
9789604785896;84,50
9789604785902;57,50
9786180544176;127,50
9786180546385;129,50
9786180546408;133,50
9786180546422;137,00
9786180547993;139,00
9786180548013;142,50
9789604437061;118,00
9789604437078;120,00
9789604437085;123,50
9789604437092;127,00
9789604437108;129,00
9789604437115;132,00
9786180570755;178,50
9786180560435;124,50
9786180570618;186,50
9786180560480;131,50
9786180569759;194,00
9786180569766;138,00
9786180573336;193,00
9786180573343;137,50
9786180552812;160,50
9786180569964;112,00
9786180552843;160,50
9786180569971;112,00
9786180552836;160,50
9786180569988;112,00
9786180552881;167,50
9786180569995;118,50
9786180552904;167,50
9786180570007;118,50
9786180572902;166,50
9786180572926;119,00
9786180550535;291,50
9786180550443;291,50
9786180550542;291,50
9786180550559;291,50
9786180534108;158,00
9786180568233;105,00
9786180534139;165,50
9786180568240;107,50
9786180534184;171,00
9786180568257;112,50
9786180534207;176,00
9786180568264;117,00
9786180521283;164,00
9786180549157;114,50
9786180521290;171,50
9786180549164;121,00
9786180521306;178,00
9786180549171;126,50
9786180521313;186,00
9786180549188;132,50
9786180521351;193,00
9786180549195;138,50
9786180521320;201,50
9786180549201;144,50
9786180513684;158,00
9786180562408;105,00
9786180513714;165,50
9786180562415;109,50
9786180513745;171,00
9786180562422;115,00
9786180513776;176,00
9786180562439;122,00
9789604782543;158,00
9789604782550;105,00
9789604782567;165,50
9789604782574;109,50
9789604782796;171,00
9789604782819;115,00
9789604782802;176,00
9789604782826;122,00
9789603798484;158,00
9786180567120;105,00
9789603798613;165,50
9789603798620;109,50
9789603798736;171,00
9789603798743;115,00
9789604430970;176,00
9789604430987;122,00
9786180518467;164,50
9786180564914;114,00
9786180518474;166,50
9786180564921;116,50
9786180518481;169,00
9786180564938;119,00
9786180518498;174,00
9786180564945;124,00
9786180520767;183,50
9786180564952;134,00
9789605098834;164,50
9786180570496;114,00
9789605098872;166,50
9786180570502;116,50
9789605098919;169,00
9786180570519;119,00
9789605098957;174,00
9786180570526;124,00
9789605098995;180,00
9786180570533;129,50
9789605099039;183,50
9786180570540;134,00
9786180510720;190,00
9786180570342;142,00
9786180520965;164,50
9786180520972;114,00
9789605090111;164,50
9786180570700;114,00
9789604788842;166,50
9786180570717;116,50
9789604788859;169,00
9786180570724;119,00
9789604788866;174,00
9786180570731;124,00
9789604788873;180,00
9786180570748;129,50
9786180534801;154,50
9786180565027;107,00
9786180542134;156,50
9786180565034;109,00
9786180543568;159,00
9786180565041;111,50
9786180543063;163,50
9786180565058;116,50
9786180543094;169,00
9786180565065;121,50
9786180543124;175,00
9786180565072;128,00
9786180577433;191,50
9786180577440;146,50
9789604435654;143,00
9786180564969;99,00
9789604435739;145,00
9789604435746;101,00
9789604435814;147,00
9789604435821;103,50
9789604435890;151,00
9786180564990;107,50
9789604436071;156,50
9789604436088;112,50
9789604436149;159,50
9789604436156;116,50
9789604436231;165,00
9786180572865;123,50
9789605099596;157,50
9789605099619;109,00
9789605099633;159,50
9786180570564;111,50
9789605091187;161,50
9786180570571;113,50
9789605091552;166,50
9786180570588;118,50
9789605099855;172,00
9786180570595;124,00
9789605090753;175,50
9786180570601;128,50
9789605098711;183,00
9786180565089;128,00
9789605098759;191,50
9786180565096;135,00
9789605098797;199,00
9786180565102;141,50
9786180567601;174,50
9786180567595;122,00
9786180573367;177,00
9786180576160;124,50
9786180575934;182,00
9786180502152;129,50
9786180531978;188,50
9786180500776;135,50
9786180575866;192,50
9786180576450;140,50
9786180561531;209,00
9786180562538;156,50
9786180523287;113,00
9786180523294;119,00
9786180523300;124,50
9786180523317;130,00
9786180513394;116,50
9786180513400;122,00
9786180526950;128,00
9786180540932;134,00
9786180543049;127,00
9786180543056;133,00
9786180543032;139,00
9786180508666;132,50
9786180508673;139,00
9786180508680;145,00
9789604431809;108,50
9789604431816;112,50
9789604431823;118,00
9789604434077;122,00
9789603794233;126,00
9789603794257;129,50
9789603794271;136,50
9789603794295;147,50
9789604785926;152,50
9789605091972;178,50
9789604783465;26,00
9789604783472;26,00
9789604783458;26,00
9789604783113;26,00
9789604783823;26,00
9789604783120;26,00
9789604783809;26,00
9789604783793;26,00
9789604783885;26,00
9789604783816;26,00
9789604783830;26,00
9789604783878;26,00
9789604783922;26,00
9789604783908;26,00
9789604784363;26,00
9789604783939;26,00
9789604783892;26,00
9789604783915;26,00
9789604430109;26,00
9786180542943;26,00
9786180525168;26,00
9789604430123;26,00
9789604783021;26,00
9789604434671;26,00
9789604432868;26,00
9789604430062;26,00
9786180525175;26,00
9789604432998;26,00
9789604430086;26,00
9789604783052;26,00
9786180542950;26,00
9789604436507;26,00
9789604783083;26,00
9789604430369;26,00
9786180542967;26,00
9789604432820;26,00
9789604430048;26,00
9786180525182;26,00
9789604436545;26,00
9789603799979;26,00
9789604432912;26,00
9786180542974;26,00
9786180525199;26,00
9789604430024;26,00
9789604434350;26,00
9789605736965;26,00
9789603798316;26,00
9786180508963;26,00
9786180542981;26,00
9789604430147;26,00
9786180525205;26,00
9789603798330;26,00
9786180525212;26,00
9786180542998;26,00
9789603798293;26,00
9789603798149;26,00
9789604436613;36,00
9789604434275;36,00
9789604436637;36,00
9786180512762;36,00
9786180512731;36,00
9789604780280;36,00
9789604788262;36,00
9789604783014;36,00
9786180502473;36,00
9786180508949;36,00
9789604780297;36,00
9789604434305;36,00
9789605731793;36,00
9789605091637;36,00
9789604437221;36,00
9789604436620;36,00
9789605091606;36,00
9789605731458;36,00
9789604434282;36,00
9786180512045;36,00
9789604781409;36,00
9786180512076;36,00
9789604780198;36,00
9789604786275;36,00
9786180512106;36,00
9789604434299;36,00
9789605735685;36,00
9789604781355;36,00
9789604780181;36,00
9789604437238;36,00
9789603794820;49,50
9789603794776;49,50
9789603794844;49,50
9789603794745;49,50
9789604430567;49,50
9789603794851;49,50
9789603794752;49,50
9789603794783;49,50
9789604431663;49,50
9789603794837;49,50
9789603794769;49,50
9789604430543;49,50
9789603794806;49,50
9789603794721;49,50
9789604431564;49,50
9789603794868;49,50
9789603794790;49,50
9789603794738;49,50
9789604431519;49,50
9789603798118;49,50
9789603794813;49,50
9789603794875;49,50
9789604430550;49,50
9789604431618;49,50
9789604430536;49,50
9786185305772;123,00
9786185305802;123,00
9786185305567;123,00
9786185305574;123,00
9786185663100;123,00
9786185663124;123,00
9786185305000;116,00
9786185305048;55,50
9786185305062;116,00
9786185305079;55,50
9786185305147;125,00
9786185305154;57,00
9786185305215;125,00
9786185305222;57,00
9786185305505;134,00
9786185305512;58,00
9786185305673;134,00
9786185305680;58,00
9786185663643;157,00
9786185663650;111,00
9786185663667;157,00
9786185663674;111,00
9786185663681;180,00
9786185663698;117,50
9786185663704;180,00
9786185663711;117,50
9786185663735;194,00
9786185663742;126,00
9786185663766;194,00
9786185663773;126,00
9786185305178;153,50
9786185305185;103,00
9786185305253;153,50
9786185305260;103,00
9786185305604;153,50
9786185305611;103,00
9786185305727;161,50
9786185305734;110,00
9786185305833;161,50
9786185305840;110,00
9786185305895;161,50
9786185305901;110,00
9786185305291;129,50
9786185305307;90,00
9786185305345;129,50
9786185305352;90,00
9786185305376;141,00
9786185305383;95,50
9786185305406;141,00
9786185305413;95,50
9786185305444;153,00
9786185305451;102,00
9786185305475;153,00
9786185305482;102,00
9786185663193;246,50
9786185663209;116,50
9786185663445;295,50
9786185663452;129,50
9786185663841;355,00
9786185663858;143,00
9786185663001;291,00
9786185663261;146,50
9786185663025;305,50
9786185663278;154,00
9786185663223;320,50
9786185663339;162,00
9786185663353;337,00
9786185663377;169,50
9786185663414;353,50
9786185663438;178,00
9786185663247;334,50
9786185663292;351,50
9786185663384;369,00
9789606984365;251,00
9789606984372;251,00
9789606984389;251,00
9789606984396;251,00
9789606984402;251,00
9789606984419;251,00
9789606984426;277,50
9789606984433;277,50
9789606984440;277,50
9789606984457;277,50
9789606983764;277,50
9789606987526;185,00
9789606987533;185,00
9789606987540;185,00
9789606987557;185,00
9789606987564;185,00
9789606987571;185,00
9789606987588;211,50
9789606987595;211,50
9789606987601;211,50
9782383211709;65,00
9782383211679;65,00
9782383210368;168,00
9782383210375;103,00
9782383210382;78,00
9782383211303;168,00
9782383211310;103,00
9782383211327;78,00
9782383212331;168,00
9782383212348;103,00
9782383212355;78,00
9782383211723;129,00
9782383211761;129,00
9782383211808;129,00
9782383212232;206,00
9782383212256;78,00
9782383212249;206,00
9782383212270;78,00
9782916662862;206,00
9782916662886;78,00
9782383210306;206,00
9782383210320;78,00
9782383211273;103,00
9782095047269;106,00
9782095047276;106,00
9782095047283;106,00
9782095047290;106,00
9782095051761;104,00
9782095048228;92,00
9782095048235;92,00
9782095048242;92,00
9782095036331;97,50
9782095036348;97,50
9782095036355;97,50
9782095036362;97,50
9782095036379;97,50
9782095036386;97,50
9782095036393;97,50
9782095036409;97,50
9782095036416;97,50
9782095036423;97,50
9782095054205;106,50
9782095048761;150,00
9782095048785;150,00
9782095048792;159,00
9782095048815;159,00
9782095048839;159,00
9782095064990;100,00
9782095064969;100,00
9782095064983;100,00
9782095064976;100,00
9782095065003;146,50
9782095065010;118,50
9782095079765;118,50
9782095079772;118,50
9782095065027;118,50
9782095065034;122,50
9782095065041;118,50
9782091573120;197,00
9782095038618;197,00
9782095023386;197,00
9782091574639;197,00
9782095065362;197,00
9782095038625;197,00
9782095065386;197,00
9782095050191;197,00
9782095023362;197,00
9782095050177;197,00
9782091575681;190,50
9782095065409;197,00
9782095023355;197,00
9782095038632;197,00
9782095023379;197,00
9782095050184;197,00
9782095050146;172,00
9782095063863;172,00
9782095079802;172,00
9782095016524;172,00
9782095016531;185,00
9782095067533;198,50
9782095016548;198,50
9782095016555;225,00
9782095038656;225,00
9782095059439;185,00
9782095059446;185,00
9782095059453;185,00
9782091933719;185,00
9782091933726;185,00
9782091933733;185,00
9782091933740;185,00
9782091933986;159,50
9782091573137;219,50
9782091575865;79,50
9782091575896;79,50
9782091575889;79,50
9782091575872;79,50
9782091575902;86,50
9782091575919;172,00
9782091573830;92,00
9782091573847;92,00
9782091573854;92,00
9782091573861;92,00
9782091575858;159,50
9782095017996;198,50
9782095063856;198,50
9782095044640;86,50
9782095063849;86,50
9782091894409;63,50
9782091887395;51,50
9782091870724;51,50
9782091876030;61,00
9782091887043;45,00
9782091887388;52,50
9782091878089;53,00
9782091878096;53,00
9782091870793;58,50
9782095033217;39,50
9782091894362;46,00
9782091878041;39,50
9782091891262;51,50
9782091876023;39,50
9782091878065;46,50
9782091878058;63,50
9782095064341;49,00
9782091887593;39,50
9782091887081;51,50
9782091886954;45,00
9782095033231;46,50
9782091887104;51,50
9782095046064;51,50
9782091870748;51,50
9782091876047;61,00
9782091870731;45,00
9782095015817;51,50
9782091891279;63,50
9782095019860;59,50
9782091878164;75,50
9782091891293;51,50
9782095050016;44,00
9782091870755;61,00
9782091878034;51,50
9782091886978;46,50
9782091889566;62,50
9782095030872;42,50
9782091878171;52,50
9782095033224;77,00
9782091878102;59,50
9782091876290;45,00
9782091878157;75,50
9782091889528;50,50
9782091887371;39,50
9782095018122;75,50
9782091891286;49,00
9782091887647;59,50
9782091876085;51,50
9782091887296;51,50
9782091891163;59,50
9782095046057;49,00
9782095064365;69,00
9782091878461;59,50
9782091876016;45,00
9782095037215;77,00
9782091884295;42,50
9782091876221;54,50
9782091876252;51,50
9782091887401;42,50
9782091891248;42,50
9782091876283;39,50
9782091878072;61,00
9782091876153;51,50
9782091887364;63,50
9782095025311;49,00
9782091891316;52,50
9782091878478;51,50
9782091876337;54,50
9782091889580;63,50
9782091891231;51,50
9782091870892;48,00
9782091889894;51,50
9782091891200;47,00
9782091876207;39,50
9782091878188;75,50
9782095003654;48,00
9782091887050;51,50
9782095001407;46,50
9782095025281;49,00
9782095020873;50,50
9782091892610;54,50
9782095061517;48,00
9782091891170;61,00
9782095025298;49,00
9782091891330;59,50
9782095016036;39,50
9782091891323;52,50
9782095068486;59,50
9782091891361;50,50
9782091876238;53,00
9782091887357;55,50
9782095025304;49,00
9782095003890;62,50
9782095018061;49,00
9782091894386;55,50
9782091887074;75,50
9782091876269;54,50
9782091891378;51,50
9782091870779;39,50
9782095020866;49,00
9782095047436;73,00
9782095047597;73,00
9782095047603;73,00
9782091512266;46,50
9782091512280;46,50
9782095032142;49,00
9782095032029;49,00
9782091512273;49,00
9782266328692;75,00
9782266335140;57,00
9782266328739;73,00
9782266335195;87,00
9782266328753;50,00
9782266328722;47,00
9782266328746;50,00
9782266328685;85,00
9782266335171;69,00
9782095020859;73,00
9782091865041;73,00
9782095032159;73,00
9782095020811;73,00
9782095032135;73,00
9782091865058;73,00
9782095047610;73,00
9782095032227;73,00
9782091865065;73,00
9782091875682;111,00
9782091873060;124,50
9782091882017;124,50
9782091875668;103,00
9782091873107;129,50
9782091873022;116,50
9782091881997;111,00
9782091873015;116,50
9782091882000;98,00
9782091875699;111,00
9782091881966;124,50
9782091875675;124,50
9782091881959;124,50
9782091881973;124,50
9782091882024;111,00
9782091881942;111,00
9782091872995;111,00
9782091882055;129,50
9782091881980;124,50
9782091873053;103,00
9782091882079;124,50
9782091873077;103,00
9782091875705;124,50
9782091882062;116,50
9782091875651;103,00
9782091873039;124,50
9782091882086;124,50
9782091873084;124,50
9782091873008;116,50
9782091873046;124,50
9782091873091;111,00
9782095044664;185,00
9782095044671;185,00
9782091575704;172,00
9782091575735;172,00
9782091573045;172,00
9782091574622;92,00
9782095061982;198,50
9782095061999;198,50
9782091676890;178,50
9782091674056;178,50
9782095051624;178,50
9782095053826;178,50
9782095039110;178,50
9782095039141;178,50
9782095051631;178,50
9782095039080;178,50
9782095039127;178,50
9782095036898;178,50
9782095039134;178,50
9782095036874;178,50
9782095051655;178,50
9782095022631;178,50
9782095053888;178,50
9782091673776;178,50
9782091676845;178,50
9782091651866;178,50
9782095022204;178,50
9782095036904;178,50
9782095022235;178,50
9782091520100;206,50
9782091575100;196,00
9782091575087;193,00
9782091575070;222,50
9782091520148;198,50
9782091520117;206,50
9782091520124;233,00
9782091520131;225,00
9782091573878;233,00
9782091575094;193,00
9782091573885;196,00
9782095050160;199,00
9782091520155;259,50
9782091882123;246,50
9782091860589;206,50
9782095062071;65,50
9782095054519;65,50
9782095054588;65,50
9782095062088;65,50
9782095038991;65,50
9782095062095;65,50
9782210786561;65,50
9782210786578;65,50
9782210786585;65,50
9782210784062;79,00
9782210784079;79,00
9782210784086;79,00
9782210784093;79,00
9782210783928;104,00
9782210783935;104,00
9782210783959;104,00
9782210783966;104,00
9782210772236;126,50
9782210783980;66,00
9782210784024;66,00
9782210783997;66,00
9782210784031;66,00
9782210784000;66,00
9782210784048;66,00
9782210784017;66,00
9782210784055;66,00
9782210764682;81,00
9782210764699;81,00
9782210764705;81,00
9782210764712;81,00
9782210768895;66,00
9782210768901;66,00
9782210786639;47,00
9782210785052;47,00
9782210785090;47,00
9782210786646;47,00
9782210785069;47,00
9782210785144;47,00
9782210786622;47,00
9782210785076;47,00
9782210785182;47,00
9782210764477;81,00
9782210764484;81,00
9782210764491;81,00
9782210743434;113,50
9782210753976;54,00
9782210753983;54,00
9782210753990;54,00
9782210755857;54,00
9782210755864;54,00
9782210784673;78,50
9782210772397;92,00
9782210784628;92,00
9782210784635;92,00
9782210784642;92,00
9782210784659;92,00
9782210787841;92,00
9782210778726;78,50
9782210778733;78,50
9782210778740;78,50
9782210778757;78,50
9782210787858;78,50
9782210788053;78,50
9782210772410;92,00
9782210783638;78,50
9782210783645;78,50
9782210783652;78,50
9782210783669;78,50
9782210787865;78,50
9782210788046;78,50
9782210772403;92,00
9782210785014;74,50
9782210785021;74,50
9782210784994;74,50
9782210782396;74,50
9782210779808;74,50
9782210777651;74,50
9782210777668;74,50
9782210773981;74,50
9782210773998;74,50
9782210773974;74,50
9782210785007;74,50
9782210782587;74,50
9782210779815;74,50
9782210778320;74,50
9782210778337;74,50
9782210774278;74,50
9782210774315;74,50
9782210774322;74,50
9782210785038;74,50
9782210785045;74,50
9782210764507;81,00
9782210764514;81,00
9782210764521;81,00
9782210764538;81,00
9782210764545;81,00
9782210783690;113,50
9782210784857;70,00
9782210784703;102,00
9782210784710;102,00
9782210784727;102,00
9782210784734;102,00
9782210784741;102,00
9782210784901;70,00
9782210784918;70,00
9782210784925;70,00
9782210784932;70,00
9782210784864;70,00
9782210784871;70,00
9782210784888;70,00
9782210784895;70,00
9782210784758;102,00
9782210784765;102,00
9782210784772;102,00
9782210784789;102,00
9782210784796;102,00
9782210784802;70,00
9782210784819;70,00
9782210784826;70,00
9782210784833;70,00
9782210784840;70,00
9782210776920;102,00
9782210776951;102,00
9782210786592;106,00
9782210778979;150,50
9782210778986;150,50
9782210778993;159,00
9782210779013;159,00
9782210779020;172,50
9782210778900;185,00
9782210778917;185,00
9782210778924;185,00
9782210778931;193,00
9782210787506;102,00
9782210786813;102,00
9782210786837;102,00
9782210786844;102,00
9782210787490;102,00
9782210786868;102,00
9782210786875;102,00
9782210786882;102,00
9782210787483;102,00
9782210786899;102,00
9782210786905;102,00
9782210786912;102,00
9782210786929;102,00
9782210786936;102,00
9782210786943;102,00
9782210784970;102,00
9782210786950;102,00
9782210786967;102,00
9782210784987;102,00
9782210758384;65,50
9782210758391;65,50
9782210758407;65,50
9782210758414;132,00
9782210758421;65,50
9782210758438;65,50
9782210758445;65,50
9782210758469;65,50
9782210758476;65,50
9782210758483;65,50
9782210758490;132,00
9782210770447;78,50
9782210770454;78,50
9782210770461;78,50
9782210770478;78,50
9782210772267;78,50
9782210772274;78,50
9782210786707;132,00
9782210786691;158,50
9782210788039;132,00
9782210787933;132,00
9782210787391;180,00
9782210787407;180,00
9782210787414;180,00
9782210787421;180,00
9782210788305;172,00
9782210772687;78,50
9782210772694;78,50
9782210787018;118,50
9782210774650;73,50
9782210787377;118,50
9782210787353;132,00
9782210787094;132,00
9782210787087;132,00
9782210787254;166,50
9782210787278;185,00
9782210787032;78,50
9782210772731;78,50
9782210772755;78,50
9782210772762;78,50
9782210772748;78,50
9782210787025;78,50
9782210772793;118,50
9782210787223;166,50
9782210787230;166,50
9782210787247;166,50
9782210787179;158,50
9782210787186;118,50
9782210787193;118,50
9782210787209;118,50
9782210787216;118,50
9782210787131;78,50
9782210787162;78,50
9782210787155;78,50
9782210787117;78,50
9782210787124;78,50
9782210787148;78,50
9782210740570;39,00
9782210740587;45,00
9782210762701;39,00
9782210760752;42,50
9782210756786;52,50
9782210755581;39,00
9782210770744;39,00
9782210760844;42,50
9782210740648;52,50
9782210751620;39,00
9782210751613;39,00
9782210762770;42,50
9782210760769;39,00
9782210760776;39,00
9782210743595;42,50
9782210770775;39,00
9782210777460;39,00
9782210760851;39,00
9782210755628;42,50
9782210770751;52,50
9782210760950;42,50
9782210782891;45,00
9782210758926;42,50
9782210765726;39,00
9782210760684;42,50
9782210755611;42,50
9782210760790;39,00
9782210779549;45,00
9782210777491;53,00
9782210772472;52,50
9782210764729;52,50
9782210760875;39,00
9782210777552;53,00
9782210756892;42,50
9782210760721;39,00
9782210740617;39,00
9782210777545;48,00
9782210765757;52,50
9782210772465;58,50
9782210772168;39,00
9782210760707;45,00
9782210762695;39,00
9782210770768;45,00
9782210756847;42,50
9782210777507;39,50
9782210761032;39,00
9782210740662;52,50
9782210761001;41,00
9782210758933;61,00
9782210751279;39,00
9782210765764;52,50
9782210760653;42,50
9782210779501;51,50
9782210770720;39,00
9782210777538;42,50
9782210769205;39,00
9782210740631;42,50
9782210779587;57,00
9782210751064;39,00
9782210770713;39,00
9782210743601;52,50
9782210760691;39,00
9782210779525;45,00
9782210760820;39,00
9782210743632;39,00
9782210765740;39,00
9782210772434;39,00
9782210756793;55,50
9782210765672;52,50
9782210770805;42,50
9782210765658;39,00
9782210779518;46,50
9782210756854;52,50
9782210751286;42,50
9782210762732;65,50
9782210765641;39,00
9782210770829;39,00
9782210762749;39,00
9782210751057;42,50
9782210772502;65,50
9782210765665;39,00
9782210762725;83,50
9782210779556;66,00
9782210772496;52,50
9782210751033;42,50
9782210765689;65,50
9782210769199;39,00
9782210751088;52,50
9782210772427;39,00
9782210762688;39,00
9782210762756;39,00
9782210760899;39,00
9782210779570;45,00
9782210772458;65,50
9782210779488;39,50
9782210758841;39,00
9782210760882;39,00
9782210782907;46,50
9782210760813;42,50
9782210760981;52,50
9782210758834;65,50
9782210756830;39,00
9782210777484;45,00
9782210765719;39,00
9782210779495;39,50
9782210770812;46,50
9782210770799;52,50
9782210756762;39,00
9782210760943;39,00
9782210777477;51,50
9782210743540;39,00
9782210772441;65,50
9782210756809;39,00
9782210751095;39,00
9782210756861;39,00
9782210760714;42,50
9782210743571;52,50
9782210740600;39,00
9782210758827;52,50
9782210740624;39,00
9782210755598;45,00
9782210760998;52,50
9782210772519;52,50
9782210760837;39,00
9782210758858;39,00
9782210779532;46,50
9782210760660;42,50
9782210765733;39,00
9782210756779;52,50
9782210777521;42,50
